"player.givenName","player.surname","opponent","confidence_flag","line_10","line_11","line_12","line_13","line_14","line_15","line_16","line_17","line_18","line_19","line_20","line_21","line_22","line_23","line_24","line_25","line_26","line_27","line_28","line_29","line_30","predicted_disposals"
"Trent","Rivers","Hawthorn","ok",1.00408872953563,1.00971969724323,1.02136292027332,1.04366314876005,1.08362837878363,1.15152791521732,1.26257660664581,1.44030769762762,1.7232701307733,2.17832925770651,2.92773791014106,4.20649787808976,6.48978967648077,10.7907671747949,19.3945560564535,37.7714838951528,79.8655049650365,183.637867811436,459.773686351042,1254.8029518913,3736.34399789438,18.2
"Tom","Sparrow","Hawthorn","ok",1.00251805883339,1.00529688917113,1.01056020310353,1.01999959297157,1.0360916323727,1.06230631826772,1.10338439681634,1.16578198337546,1.25844786334102,1.39419251606944,1.59207245412702,1.88153851409932,2.30975139885946,2.95479260831788,3.95022579328944,5.53222858997186,8.13308668191793,12.5731677806351,20.4695136007094,35.1385517282526,63.669325681023,20.8
"Paddy","Cross","Hawthorn","ok",2.19690163291883,2.65882524204535,3.31211231718941,4.25285674006588,5.63593322938477,7.71686086878819,10.9275876815869,16.0170194748572,24.3181536443149,38.269049168861,62.4559979313648,105.759818508448,185.896687739604,339.303796014441,643.300820136346,1267.28186142923,2594.6391354658,5522.34713851451,12220.8362596734,28124.6207138555,67321.0321890765,8.9
"Jack","Henderson","Hawthorn","ok",1.98084303971227,2.41952776857335,3.06492548663388,4.03539353962933,5.53307682055586,7.91376514611944,11.8236763655962,18.4757587584198,30.2261542239499,51.8178537469398,93.1583013609927,175.748774425144,348.125048982626,724.370722282033,1583.98674116055,3641.37922687553,8803.24025614341,22387.3620926277,59903.7294959014,168690.143722897,500027.693847816,9.6
"Luker","Kentfield","Hawthorn","no_history",1.09668137065057,1.15128123765234,1.23067116364092,1.34451544454406,1.50669885148658,1.73786045295339,2.06968009257209,2.55226270663572,3.26716797942444,4.35102744907114,6.0395857805218,8.75229162588116,13.2598284327265,21.0266238708114,34.9345693089714,60.8653679931847,111.284577030603,213.660861565268,431.000086043052,913.896428401041,2037.79959291166,15.3
"Andy","Moniz-Wakefield","Hawthorn","ok",1.40847330287046,1.6482791184885,2.01921894090745,2.60307326446792,3.54737278170937,5.12989592534633,7.89733368042939,12.9769636721109,22.8105523492924,42.9686496860669,86.8695769929178,188.720862870477,441.016157965149,1109.54425422819,3007.48903563984,8788.16187144867,27698.2387095728,94201.7984862556,345847.722136188,1371110.82841118,5871465.58382276,11.5
"James","Sicily","Narrm","ok",1.00639268723221,1.01193628709835,1.02134669765262,1.03665673116954,1.06063002222247,1.09694740205175,1.15049587445263,1.22785192181453,1.33809707799629,1.49417981690303,1.71517923516632,2.03009544329159,2.48430550282487,3.15081314596661,4.15036260351301,5.68839442288212,8.12489725359475,12.1103730970706,18.8586739845245,30.7120510792593,52.3502636056922,20.4
"Josh","Battle","Narrm","ok",1.00173353603802,1.00369298522589,1.00746424874562,1.0143404659153,1.0262545235273,1.04595509727712,1.07721752176863,1.12514901853427,1.19669907917442,1.30155062827716,1.45366669744654,1.67395114298155,1.99484546366806,2.46840724870753,3.18086689830713,4.27962918061317,6.02493436761165,8.89194553374799,13.7793714170343,22.4509437056273,38.5041458499201,21.5
"Jarman","Impey","Narrm","ok",1.00098959841138,1.00199131170166,1.0038447925218,1.00712953038041,1.01271288879914,1.02183403720583,1.03619380007431,1.05805646518992,1.09038252252469,1.13702819711199,1.20306763942667,1.29531938059548,1.4231987178409,1.60008844997134,1.84554960718679,2.18893001613892,2.67536193872615,3.37594608108952,4.40544843235985,5.95380376092622,8.3436165657103,24
"Karl","Amon","Narrm","ok",1.00122660177536,1.00236032082938,1.00437585304512,1.00782256352223,1.01349959807307,1.02252225266102,1.03639281434894,1.0570810461133,1.08712857013684,1.12980292654103,1.18934052550752,1.27133465222114,1.38335016034241,1.53588996087262,1.74391548245595,2.02926012998041,2.4245180397273,2.97942711445272,3.77156219245089,4.92463739135335,6.64053632146336,24.4
"Blake","Hardwick","Narrm","ok",1.08193737223372,1.12298486783534,1.18057774781172,1.2602692519182,1.36956904522978,1.51890669313799,1.72315378978293,2.00404867208899,2.39411650097094,2.94312635815573,3.72894996745514,4.87622596207547,6.58917553799785,9.21066469683965,13.3311046882444,19.9943186130466,31.0968705258196,50.1835219893797,84.0757343082039,146.300796977553,264.524225831663,16.5
"Bodie","Ryan","Narrm","insufficient_history",1.08174457539162,1.14005974607435,1.23117589258052,1.37070497751582,1.5826467928728,1.90567884630343,2.40493523196665,3.19470067093633,4.48373311900622,6.66940702394314,10.5415212403806,17.7429977028306,31.8593556228756,61.1194419409474,125.427169581437,275.627390226985,649.154110919664,1639.7773391855,4445.3093435201,12939.8023434957,40462.9374471006,14.7
"Massimo","D'Ambrosio","Narrm","ok",1.01990190594496,1.03238036838611,1.05111335256041,1.07847431647609,1.11751237769613,1.17216632147255,1.24760608498062,1.35077468913827,1.49124072318436,1.68253698713873,1.94427714162646,2.30554841798724,2.81044695294753,3.52729083451321,4.5642820869824,6.09672262427276,8.41539169285504,12.0145739987801,17.756152583198,27.1832162323473,43.1350250726119,19.7
"Henry","Hustwaite","Narrm","ok",1.0000655499863,1.00040261577993,1.00200628554783,1.00816325557893,1.0274626370923,1.0780886067743,1.19389704336458,1.43794830521479,1.94113037550664,3.01495279318586,5.50094368946532,11.9752919655648,31.4604867977591,100.567009362975,393.517097070138,1893.25460809558,11236.3421168213,82470.4137950714,750007.654241445,8464122.23515217,118676793.9707,17.6
"Josh","Weddle","Narrm","ok",1.11497839709055,1.17286953376736,1.25449722269814,1.36841553162685,1.52669699127177,1.74688601912435,2.05519036455108,2.49178224948705,3.11979032885065,4.04091051895872,5.42317909097969,7.55165369530447,10.9233575787901,16.430042925836,25.7200307882905,41.9357150046974,71.2625295861735,126.284398441001,233.487474317704,450.598052642748,908.007916833118,15.3
"Dylan","Moore","Narrm","ok",1.05409405264924,1.08504598650238,1.13005753319436,1.19420147718736,1.28429856844341,1.40977435272502,1.58404584761289,1.8267699372767,2.16753134697094,2.65200258659932,3.3524591897573,4.38615879409877,5.94826917877362,8.37239236269829,12.2447981001754,18.6260194002005,29.4930760035884,48.6482327289836,83.6438081511487,149.988043140535,280.634444313373,17.1
"Calsher","Dear","Narrm","ok",2.07999762741924,2.5675181928661,3.29019649595854,4.38667206405362,6.09637280906814,8.84571129070798,13.418962859724,21.3079780046549,35.4519163955537,61.8564257337989,113.265397627184,217.796768972424,440.031375674473,934.540314111851,2087.23645391713,4904.09144935474,12125.3250264674,31556.8902238805,86469.8917617905,249515.399053809,758355.639861419,9.3
